"","event","host_city","host_country","year","round","participant_name","song","participant_country","running_order","total_points","rank_ordinal","rank","qualified","winner","participant_link","event_link"
"364","Rotterdam 2021","Rotterdam","Netherlands","2021","Second Semi-Final","Senhit","Adrenalina","San Marino",1,118,"9th",9,TRUE,FALSE,"https://eurovision.tv/participant/senhit-2021","https://eurovision.tv/event/rotterdam-2021"
"365","Rotterdam 2021","Rotterdam","Netherlands","2021","Second Semi-Final","Anxhela Peristeri","Karma","Albania",11,112,"10th",10,TRUE,FALSE,"https://eurovision.tv/participant/anxhela-peristeri-2021","https://eurovision.tv/event/rotterdam-2021"
"366","Rotterdam 2021","Rotterdam","Netherlands","2021","Second Semi-Final","Fyr Og Flamme","u00d8ve Os Pu00e5 Hinanden","Denmark",17,89,"11th",11,FALSE,FALSE,"https://eurovision.tv/participant/fyr-og-flamme-2021","https://eurovision.tv/event/rotterdam-2021"
"367","Rotterdam 2021","Rotterdam","Netherlands","2021","Second Semi-Final","Vincent Bueno","Amen","Austria",5,66,"12th",12,FALSE,FALSE,"https://eurovision.tv/participant/vincent-bueno-2021","https://eurovision.tv/event/rotterdam-2021"
"368","Rotterdam 2021","Rotterdam","Netherlands","2021","Second Semi-Final","Uku Suviste","The Lucky One","Estonia",2,58,"13th",13,FALSE,FALSE,"https://eurovision.tv/participant/uku-suviste-2021","https://eurovision.tv/event/rotterdam-2021"
"369","Rotterdam 2021","Rotterdam","Netherlands","2021","Second Semi-Final","RAFAu0141","The Ride","Poland",6,35,"14th",14,FALSE,FALSE,"https://eurovision.tv/participant/rafal-2021","https://eurovision.tv/event/rotterdam-2021"
"370","Rotterdam 2021","Rotterdam","Netherlands","2021","Second Semi-Final","Benny Cristo","omaga","Czech Republic",3,23,"15th",15,FALSE,FALSE,"https://eurovision.tv/participant/benny-cristo-2021","https://eurovision.tv/event/rotterdam-2021"
"371","Rotterdam 2021","Rotterdam","Netherlands","2021","Second Semi-Final","Tornike Kipiani","You","Georgia",10,16,"16th",16,FALSE,FALSE,"https://eurovision.tv/participant/tornike-kipiani-2021","https://eurovision.tv/event/rotterdam-2021"
"372","Rotterdam 2021","Rotterdam","Netherlands","2021","Second Semi-Final","Natalia Gordienko","SUGAR","Moldova",7,179,"7th",7,TRUE,FALSE,"https://eurovision.tv/participant/natalia-gordienko-2021","https://eurovision.tv/event/rotterdam-2021"
"373","Rotterdam 2021","Rotterdam","Netherlands","2021","Second Semi-Final","Samanta Tu012bna","The Moon Is Rising","Latvia",15,14,"17th",17,FALSE,FALSE,"https://eurovision.tv/participant/samanta-tina-2021","https://eurovision.tv/event/rotterdam-2021"
"374","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Benny Cristo","Kemama","Czech Republic",6,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/benny-cristo","https://eurovision.tv/event/rotterdam-2020"
"375","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Natalia Gordienko","Prison","Moldova",4,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/natalia-gordienko","https://eurovision.tv/event/rotterdam-2020"
"376","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Stefania","SUPERG!RL","Greece",1,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/stefania","https://eurovision.tv/event/rotterdam-2020"
"377","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Elisa","Medo De Sentir","Portugal",15,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/elisa","https://eurovision.tv/event/rotterdam-2020"
"378","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Dau00f0i og Gagnamagniu00f0","Think About Things","Iceland",9,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/dadji-freyr","https://eurovision.tv/event/rotterdam-2020"
"379","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Alicja","Empires","Poland",8,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/alicja-szemplinska","https://eurovision.tv/event/rotterdam-2020"
"380","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Vincent Bueno","Alive","Austria",3,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/vincent-bueno","https://eurovision.tv/event/rotterdam-2020"
"381","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Aksel","Looking Back","Finland",13,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/aksel-kankaanranta","https://eurovision.tv/event/rotterdam-2020"
"382","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Hurricane","Hasta La Vista","Serbia",7,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/hurricane","https://eurovision.tv/event/rotterdam-2020"
"383","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Ben u0026 Tan","YES","Denmark",11,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/ben-tan","https://eurovision.tv/event/rotterdam-2020"
"384","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Uku Suviste","What Love Is","Estonia",2,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/uku-suviste","https://eurovision.tv/event/rotterdam-2020"
"385","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Athena Manoukian","Chains On You","Armenia",14,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/athena-manoukian","https://eurovision.tv/event/rotterdam-2020"
"386","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Gjonu0027s Tears","Ru00e9pondez-moi","Switzerland",10,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/gjon-s-tears","https://eurovision.tv/event/rotterdam-2020"
"387","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","VICTORIA","Tears Getting Sober","Bulgaria",17,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/victoria","https://eurovision.tv/event/rotterdam-2020"
"388","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Samanta Tu012bna","Still Breathing","Latvia",18,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/samanta-tina","https://eurovision.tv/event/rotterdam-2020"
"389","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Tornike Kipiani","Take Me As I Am","Georgia",16,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/tornike-kipiani","https://eurovision.tv/event/rotterdam-2020"
"390","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Arilena Ara","Fall From The Sky","Albania",12,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/arilena-ara","https://eurovision.tv/event/rotterdam-2020"
"391","Rotterdam 2020","Rotterdam","Netherlands","2020","Second Semi-Final","Senhit","Freaky!","San Marino",5,NA,NA,NA,FALSE,FALSE,"https://eurovision.tv/participant/senhit","https://eurovision.tv/event/rotterdam-2020"
"392","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","Jurij Veklenko","Run With The Lions","Lithuania",12,93,"11th",11,FALSE,FALSE,"https://eurovision.tv/participant/jurijus","https://eurovision.tv/event/tel-aviv-2019"
"393","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","Anna Odobescu","Stay","Moldova",3,85,"12th",12,FALSE,FALSE,"https://eurovision.tv/participant/anna-odobescu","https://eurovision.tv/event/tel-aviv-2019"
"394","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","Ester Peony","On a Sunday","Romania",6,71,"13th",13,FALSE,FALSE,"https://eurovision.tv/participant/ester-peony","https://eurovision.tv/event/tel-aviv-2019"
"395","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","Roko","The Dream","Croatia",10,64,"14th",14,FALSE,FALSE,"https://eurovision.tv/participant/roko","https://eurovision.tv/event/tel-aviv-2019"
"396","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","Carousel","That Night","Latvia",5,50,"15th",15,FALSE,FALSE,"https://eurovision.tv/participant/carousel","https://eurovision.tv/event/tel-aviv-2019"
"397","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","Duncan Laurence","Arcade","Netherlands",16,280,"1st",1,TRUE,FALSE,"https://eurovision.tv/participant/duncan-laurence","https://eurovision.tv/event/tel-aviv-2019"
"398","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","Tamara Todevska","Proud","North Macedonia",17,239,"2nd",2,TRUE,FALSE,"https://eurovision.tv/participant/tamara-todevska","https://eurovision.tv/event/tel-aviv-2019"
"399","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","John Lundvik","Too Late For Love","Sweden",8,238,"3rd",3,TRUE,FALSE,"https://eurovision.tv/participant/john-lundvik","https://eurovision.tv/event/tel-aviv-2019"
"400","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","Luca Hu00e4nni","She Got Me","Switzerland",4,232,"4th",4,TRUE,FALSE,"https://eurovision.tv/participant/luca-haenni","https://eurovision.tv/event/tel-aviv-2019"
"401","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","Srbuk","Walking Out","Armenia",1,49,"16th",16,FALSE,FALSE,"https://eurovision.tv/participant/srbuk","https://eurovision.tv/event/tel-aviv-2019"
"402","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","Pu00c6NDA","Limits","Austria",9,21,"17th",17,FALSE,FALSE,"https://eurovision.tv/participant/paenda","https://eurovision.tv/event/tel-aviv-2019"
"403","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","Sarah McTernan","22","Ireland",2,16,"18th",18,FALSE,FALSE,"https://eurovision.tv/participant/sarah-mcternan","https://eurovision.tv/event/tel-aviv-2019"
"404","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","Chingiz","Truth","Azerbaijan",18,224,"5th",5,TRUE,FALSE,"https://eurovision.tv/participant/chingiz","https://eurovision.tv/event/tel-aviv-2019"
"405","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","Sergey Lazarev","Scream","Russia",13,217,"6th",6,TRUE,FALSE,"https://eurovision.tv/participant/sergey-lazarev-2019","https://eurovision.tv/event/tel-aviv-2019"
"406","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","KEiiNO","Spirit in the Sky","Norway",15,210,"7th",7,TRUE,FALSE,"https://eurovision.tv/participant/keiino","https://eurovision.tv/event/tel-aviv-2019"
"407","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","Michela","Chameleon","Malta",11,157,"8th",8,TRUE,FALSE,"https://eurovision.tv/participant/michela-pace","https://eurovision.tv/event/tel-aviv-2019"
"408","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","Jonida Maliqi","Ktheju toku00ebs","Albania",14,96,"9th",9,TRUE,FALSE,"https://eurovision.tv/participant/jonida-maliqi","https://eurovision.tv/event/tel-aviv-2019"
"409","Tel Aviv 2019","Tel Aviv","Israel","2019","Second Semi-Final","Leonora","Love Is Forever","Denmark",7,94,"10th",10,TRUE,FALSE,"https://eurovision.tv/participant/leonora","https://eurovision.tv/event/tel-aviv-2019"
"410","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","Jessika featuring Jenifer Brening","Who We Are","San Marino",4,28,"17th",17,FALSE,FALSE,"https://eurovision.tv/participant/jessika-featuring-jenifer-brening","https://eurovision.tv/event/lisbon-2018"
"411","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","Gromee feat. Lukas Meijer","Light Me Up","Poland",11,81,"14th",14,FALSE,FALSE,"https://eurovision.tv/participant/gromee-featuring-lukas-meijer","https://eurovision.tv/event/lisbon-2018"
"412","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","The Humans","Goodbye","Romania",2,107,"11th",11,FALSE,FALSE,"https://eurovision.tv/participant/the-humans","https://eurovision.tv/event/lisbon-2018"
"413","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","Ethno-Jazz Band Iriao","For You","Georgia",10,24,"18th",18,FALSE,FALSE,"https://eurovision.tv/participant/iriao","https://eurovision.tv/event/lisbon-2018"
"414","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","Alexander Rybak","Thatu0027s How You Write A Song","Norway",1,266,"1st",1,TRUE,FALSE,"https://eurovision.tv/participant/alexander-rybak-2018","https://eurovision.tv/event/lisbon-2018"
"415","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","Lea Sirk","Hvala, ne!","Slovenia",17,132,"8th",8,TRUE,FALSE,"https://eurovision.tv/participant/lea-sirk","https://eurovision.tv/event/lisbon-2018"
"416","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","Jessica Mauboy","We Got Love","Australia",9,212,"4th",4,TRUE,FALSE,"https://eurovision.tv/participant/jessica-mauboy","https://eurovision.tv/event/lisbon-2018"
"417","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","Rasmussen","Higher Ground","Denmark",5,204,"5th",5,TRUE,FALSE,"https://eurovision.tv/participant/rasmussen","https://eurovision.tv/event/lisbon-2018"
"418","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","Sanja Iliu0107 u0026 Balkanika","Nova Deca","Serbia",3,117,"9th",9,TRUE,FALSE,"https://eurovision.tv/participant/sanja-ilic-balkanika","https://eurovision.tv/event/lisbon-2018"
"419","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","Waylon","Outlaw In u0027Em","Netherlands",8,174,"7th",7,TRUE,FALSE,"https://eurovision.tv/participant/waylon","https://eurovision.tv/event/lisbon-2018"
"420","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","DoReDoS","My Lucky Day","Moldova",7,235,"3rd",3,TRUE,FALSE,"https://eurovision.tv/participant/doredos","https://eurovision.tv/event/lisbon-2018"
"421","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","MELOVIN","Under The Ladder","Ukraine",18,179,"6th",6,TRUE,FALSE,"https://eurovision.tv/participant/melovin","https://eurovision.tv/event/lisbon-2018"
"422","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","Laura Rizzotto","Funny Girl","Latvia",14,106,"12th",12,FALSE,FALSE,"https://eurovision.tv/participant/laura-rizzotto","https://eurovision.tv/event/lisbon-2018"
"423","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","Christabelle","Taboo","Malta",12,101,"13th",13,FALSE,FALSE,"https://eurovision.tv/participant/christabelle","https://eurovision.tv/event/lisbon-2018"
"424","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","Julia Samoylova","I Wonu0027t Break","Russia",6,65,"15th",15,FALSE,FALSE,"https://eurovision.tv/participant/Julia-samoylova","https://eurovision.tv/event/lisbon-2018"
"425","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","Vanja Radovanoviu0107","Inje","Montenegro",16,40,"16th",16,FALSE,FALSE,"https://eurovision.tv/participant/vanja-radovanovic","https://eurovision.tv/event/lisbon-2018"
"426","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","AWS","Viszlu00e1t Nyu00e1r","Hungary",13,111,"10th",10,TRUE,FALSE,"https://eurovision.tv/participant/aws","https://eurovision.tv/event/lisbon-2018"
"427","Lisbon 2018","Lisbon","Portugal","2018","Second Semi-Final","Benjamin Ingrosso","Dance You Off","Sweden",15,254,"2nd",2,TRUE,FALSE,"https://eurovision.tv/participant/benjamin-ingrosso","https://eurovision.tv/event/lisbon-2018"
"428","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","Fusedmarc","Rain Of Revolution","Lithuania",16,42,"17th",17,FALSE,FALSE,"https://eurovision.tv/participant/fusedmarc","https://eurovision.tv/event/kyiv-2017"
"429","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","Valentina Monetta and Jimmie Wilson","Spirit of the Night","San Marino",10,1,"18th",18,FALSE,FALSE,"https://eurovision.tv/participant/valentina-monetta-and-jimmie-wilson","https://eurovision.tv/event/kyiv-2017"
"430","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","Koit Toome u0026 Laura","Verona","Estonia",17,85,"14th",14,FALSE,FALSE,"https://eurovision.tv/participant/koit-toome-laura","https://eurovision.tv/event/kyiv-2017"
"431","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","Timebelle","Apollo","Switzerland",13,97,"12th",12,FALSE,FALSE,"https://eurovision.tv/participant/timebelle","https://eurovision.tv/event/kyiv-2017"
"432","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","Brendan Murray","Dying to Try","Ireland",9,86,"13th",13,FALSE,FALSE,"https://eurovision.tv/participant/brendan-murray","https://eurovision.tv/event/kyiv-2017"
"433","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","Tijana Bogiu0107eviu0107","In Too Deep","Serbia",1,98,"11th",11,FALSE,FALSE,"https://eurovision.tv/participant/tijana-bogicevic","https://eurovision.tv/event/kyiv-2017"
"434","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","Claudia Faniello","Breathlessly","Malta",4,55,"16th",16,FALSE,FALSE,"https://eurovision.tv/participant/claudia-faniello","https://eurovision.tv/event/kyiv-2017"
"435","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","Jana Buru010deska","Dance Alone","North Macedonia",3,69,"15th",15,FALSE,FALSE,"https://eurovision.tv/participant/jana-burceska","https://eurovision.tv/event/kyiv-2017"
"436","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","JOWST","Grab The Moment","Norway",12,189,"5th",5,TRUE,FALSE,"https://eurovision.tv/participant/jowst","https://eurovision.tv/event/kyiv-2017"
"437","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","Naviband","Story of My Life","Belarus",14,110,"9th",9,TRUE,FALSE,"https://eurovision.tv/participant/naviband","https://eurovision.tv/event/kyiv-2017"
"438","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","Jacques Houdek","My Friend","Croatia",11,141,"8th",8,TRUE,FALSE,"https://eurovision.tv/participant/jacques-houdek","https://eurovision.tv/event/kyiv-2017"
"439","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","Kristian Kostov","Beautiful Mess","Bulgaria",15,403,"1st",1,TRUE,FALSE,"https://eurovision.tv/participant/kristian-kostov","https://eurovision.tv/event/kyiv-2017"
"440","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","IMRI","I Feel Alive","Israel",18,207,"3rd",3,TRUE,FALSE,"https://eurovision.tv/participant/imri","https://eurovision.tv/event/kyiv-2017"
"441","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","Nathan Trent","Running On Air","Austria",2,147,"7th",7,TRUE,FALSE,"https://eurovision.tv/participant/nathan-trent","https://eurovision.tv/event/kyiv-2017"
"442","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","Joci Pu00e1pai","Origo","Hungary",7,231,"2nd",2,TRUE,FALSE,"https://eurovision.tv/participant/joci-papai","https://eurovision.tv/event/kyiv-2017"
"443","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","Ilinca ft. Alex Florea","Yodel It!","Romania",5,174,"6th",6,TRUE,FALSE,"https://eurovision.tv/participant/ilinca-ft-alex-florea","https://eurovision.tv/event/kyiv-2017"
"444","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","Anja","Where I Am","Denmark",8,101,"10th",10,TRUE,FALSE,"https://eurovision.tv/participant/anja","https://eurovision.tv/event/kyiv-2017"
"445","Kyiv 2017","Kyiv","Ukraine","2017","Second Semi-Final","OG3NE","Lights and Shadows","Netherlands",6,200,"4th",4,TRUE,FALSE,"https://eurovision.tv/participant/og3ne","https://eurovision.tv/event/kyiv-2017"
"446","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","Agnete","Icebreaker","Norway",15,63,"13th",13,FALSE,FALSE,"https://eurovision.tv/participant/agnete","https://eurovision.tv/event/stockholm-2016"
"447","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","ManuElla","Blue And Red","Slovenia",11,57,"14th",14,FALSE,FALSE,"https://eurovision.tv/participant/manuella","https://eurovision.tv/event/stockholm-2016"
"448","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","Lighthouse X","Soldiers Of Love","Denmark",13,34,"17th",17,FALSE,FALSE,"https://eurovision.tv/participant/lighthouse-x","https://eurovision.tv/event/stockholm-2016"
"449","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","Kaliopi","Dona","North Macedonia",8,88,"11th",11,FALSE,FALSE,"https://eurovision.tv/participant/kaliopi-1","https://eurovision.tv/event/stockholm-2016"
"450","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","Rykka","The Last Of Our Kind","Switzerland",3,28,"18th",18,FALSE,FALSE,"https://eurovision.tv/participant/rykka","https://eurovision.tv/event/stockholm-2016"
"451","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","Nicky Byrne","Sunlight","Ireland",7,46,"15th",15,FALSE,FALSE,"https://eurovision.tv/participant/nicky-byrne","https://eurovision.tv/event/stockholm-2016"
"452","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","IVAN","Help You Fly","Belarus",5,84,"12th",12,FALSE,FALSE,"https://eurovision.tv/participant/ivan-1","https://eurovision.tv/event/stockholm-2016"
"453","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","Eneda Tarifa","Fairytale","Albania",17,45,"16th",16,FALSE,FALSE,"https://eurovision.tv/participant/eneda-tarifa","https://eurovision.tv/event/stockholm-2016"
"454","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","Sanja Vuu010diu0107 ZAA","Goodbye (Shelter)","Serbia",6,105,"10th",10,TRUE,TRUE,"https://eurovision.tv/participant/sanja-vucic-zaa","https://eurovision.tv/event/stockholm-2016"
"455","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","Michau0142 Szpak","Color Of Your Life","Poland",2,151,"6th",6,TRUE,TRUE,"https://eurovision.tv/participant/michal-szpak","https://eurovision.tv/event/stockholm-2016"
"456","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","Laura Tesoro","Whatu0027s The Pressure","Belgium",18,274,"3rd",3,TRUE,TRUE,"https://eurovision.tv/participant/laura-tesoro","https://eurovision.tv/event/stockholm-2016"
"457","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","Jamala","1944","Ukraine",14,287,"2nd",2,TRUE,TRUE,"https://eurovision.tv/participant/jamala","https://eurovision.tv/event/stockholm-2016"
"458","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","Donny Montell","Iu0027ve Been Waiting for This Night","Lithuania",9,222,"4th",4,TRUE,TRUE,"https://eurovision.tv/participant/donny-montell-1","https://eurovision.tv/event/stockholm-2016"
"459","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","Dami Im","Sound Of Silence","Australia",10,330,"1st",1,TRUE,TRUE,"https://eurovision.tv/participant/dami-im","https://eurovision.tv/event/stockholm-2016"
"460","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","Nika Kocharov and Young Georgian Lolitaz","Midnight Gold","Georgia",16,123,"9th",9,TRUE,TRUE,"https://eurovision.tv/participant/nika-kocharov-and-young-georgian-lolitaz","https://eurovision.tv/event/stockholm-2016"
"461","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","Poli Genova","If Love Was A Crime","Bulgaria",12,220,"5th",5,TRUE,TRUE,"https://eurovision.tv/participant/poli-genova-1","https://eurovision.tv/event/stockholm-2016"
"462","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","Justs","Heartbeat","Latvia",1,132,"8th",8,TRUE,TRUE,"https://eurovision.tv/participant/justs","https://eurovision.tv/event/stockholm-2016"
"463","Stockholm 2016","Stockholm","Sweden","2016","Second Semi-Final","Hovi Star","Made Of Stars","Israel",4,147,"7th",7,TRUE,TRUE,"https://eurovision.tv/participant/hovi-star","https://eurovision.tv/event/stockholm-2016"
"464","Vienna 2015","Vienna","Austria","2015","Second Semi-Final","Leonor Andrade","Hu00e1 Um Mar Que Nos Separa","Portugal",7,19,"14th",14,FALSE,FALSE,"https://eurovision.tv/participant/leonor-andrade","https://eurovision.tv/event/vienna-2015"
"465","Vienna 2015","Vienna","Austria","2015","Second Semi-Final","Maria Olafs","Unbroken","Iceland",12,14,"15th",15,FALSE,FALSE,"https://eurovision.tv/participant/maria-olafs","https://eurovision.tv/event/vienna-2015"
"466","Vienna 2015","Vienna","Austria","2015","Second Semi-Final","Amber","Warrior","Malta",5,43,"11th",11,FALSE,FALSE,"https://eurovision.tv/participant/amber","https://eurovision.tv/event/vienna-2015"
"467","Vienna 2015","Vienna","Austria","2015","Second Semi-Final","Anita Simoncini u0026 Michele Perniola","Chain of Lights","San Marino",3,11,"16th",16,FALSE,FALSE,"https://eurovision.tv/participant/anita-simoncini-michele-perniola","https://eurovision.tv/event/vienna-2015"
"468","Vienna 2015","Vienna","Austria","2015","Second Semi-Final","Marta Jandovu00e1 and Vu00e1clav Noid Bu00e1rta","Hope Never Dies","Czech Republic",8,33,"13th",13,FALSE,FALSE,"https://eurovision.tv/participant/marta-jandova-and-vaclav-noid-barta","https://eurovision.tv/event/vienna-2015"
"469","Vienna 2015","Vienna","Austria","2015","Second Semi-Final","Molly Sterling","Playing With Numbers","Ireland",2,35,"12th",12,FALSE,FALSE,"https://eurovision.tv/participant/molly-sterling","https://eurovision.tv/event/vienna-2015"
"470","Vienna 2015","Vienna","Austria","2015","Second Semi-Final","Mu00e9lanie Renu00e9","Time To Shine","Switzerland",14,4,"17th",17,FALSE,FALSE,"https://eurovision.tv/participant/melanie-rene","https://eurovision.tv/event/vienna-2015"
"471","Vienna 2015","Vienna","Austria","2015","Second Semi-Final","Mu00e5ns Zelmerlu00f6w","Heroes","Sweden",13,217,"1st",1,TRUE,TRUE,"https://eurovision.tv/participant/mans-zelmerlow","https://eurovision.tv/event/vienna-2015"
"472","Vienna 2015","Vienna","Austria","2015","Second Semi-Final","Knez","Adio","Montenegro",4,57,"9th",9,TRUE,TRUE,"https://eurovision.tv/participant/knez","https://eurovision.tv/event/vienna-2015"
"473","Vienna 2015","Vienna","Austria","2015","Second Semi-Final","John Karayiannis","One Thing I Should Have Done","Cyprus",15,87,"6th",6,TRUE,TRUE,"https://eurovision.tv/participant/john-karayiannis","https://eurovision.tv/event/vienna-2015"
"474","Vienna 2015","Vienna","Austria","2015","Second Semi-Final","Nadav Guedj","Golden Boy","Israel",9,151,"3rd",3,TRUE,TRUE,"https://eurovision.tv/participant/nadav-guedj","https://eurovision.tv/event/vienna-2015"
"475","Vienna 2015","Vienna","Austria","2015","Second Semi-Final","Monika Kuszyu0144ska","In The Name Of Love","Poland",17,57,"8th",8,TRUE,TRUE,"https://eurovision.tv/participant/monika-kuszynska","https://eurovision.tv/event/vienna-2015"
"476","Vienna 2015","Vienna","Austria","2015","Second Semi-Final","Monika Linkytu0117 and Vaidas Baumila","This Time","Lithuania",1,67,"7th",7,TRUE,TRUE,"https://eurovision.tv/participant/monika-linkyte-and-vaidas-baumila","https://eurovision.tv/event/vienna-2015"
"477","Vienna 2015","Vienna","Austria","2015","Second Semi-Final","Aminata","Love Injected","Latvia",10,155,"2nd",2,TRUE,TRUE,"https://eurovision.tv/participant/aminata","https://eurovision.tv/event/vienna-2015"
"478","Vienna 2015","Vienna","Austria","2015","Second Semi-Final","Maraaya","Here For You","Slovenia",16,92,"5th",5,TRUE,TRUE,"https://eurovision.tv/participant/maraaya","https://eurovision.tv/event/vienna-2015"
